Current Offset,Sample Number,Title,Trigger Offset,Time End,Time Start,U Sec,Time Of Threshold
3998,16384,wf_1450,5196,1662555482.4453647,1662555482.4452336,445233,920
10141,16384,wf_1451,11339,1662555482.452785,1662555482.452654,452653,592
5737,16384,wf_1452,6935,1662555482.4618921,1662555482.461761,461761,616
6555,16384,wf_1453,7753,1662555482.4778636,1662555482.4777324,477732,1112
11072,16384,wf_1454,12270,1662555482.4832788,1662555482.4831476,483147,1016
4710,16384,wf_1455,5908,1662555482.501012,1662555482.500881,500881,760
3163,16384,wf_1456,4361,1662555482.5045984,1662555482.5044672,504467,816
3992,16384,wf_1457,5190,1662555482.5414205,1662555482.5412893,541289,528
4467,16384,wf_1458,5665,1662555482.5535939,1662555482.5534627,553462,656
5693,16384,wf_1459,6891,1662555482.5579412,1662555482.55781,557809,728
7200,16384,wf_1460,8398,1662555482.5644183,1662555482.5642872,564287,600
611,16384,wf_1461,1809,1662555482.57462,1662555482.5744889,574488,1160
11627,16384,wf_1462,12825,1662555482.5854375,1662555482.5853064,585306,1144
13825,16384,wf_1463,15023,1662555482.596006,1662555482.5958748,595874,720
2324,16384,wf_1464,3522,1662555482.6095753,1662555482.6094441,609444,648
7063,16384,wf_1465,8261,1662555482.6147275,1662555482.6145964,614596,840
4210,16384,wf_1466,5408,1662555482.6207669,1662555482.6206357,620635,800
4210,16384,wf_1466,5408,1662555482.6207669,1662555482.6206357,620635,800
13495,16384,wf_1467,14693,1662555482.632889,1662555482.632758,632757,576
1259,16384,wf_1468,2457,1662555482.637497,1662555482.6373658,637365,480
6481,16384,wf_1469,7679,1662555482.6426945,1662555482.6425633,642563,632
1140,16384,wf_1470,2338,1662555482.665077,1662555482.6649458,664945,680
2619,16384,wf_1471,3817,1662555482.6761706,1662555482.6760395,676039,408
5478,16384,wf_1472,6676,1662555482.6920567,1662555482.6919255,691925,448
868,16384,wf_1473,2066,1662555482.6992452,1662555482.699114,699114,472
14250,16384,wf_1474,15448,1662555482.7188332,1662555482.718702,718702,480
5016,16384,wf_1475,6214,1662555482.760648,1662555482.760517,760516,608
223,16384,wf_1476,1421,1662555482.7691648,1662555482.7690337,769033,616
3213,16384,wf_1477,4411,1662555482.8333824,1662555482.8332512,833251,528
66,16384,wf_1478,1264,1662555482.8389246,1662555482.8387935,838793,608
13734,16384,wf_1479,14932,1662555482.859557,1662555482.8594258,859425,616
13341,16384,wf_1480,14539,1662555482.88033,1662555482.880199,880198,576
9937,16384,wf_1481,11135,1662555482.8924582,1662555482.892327,892327,1184
4079,16384,wf_1482,5277,1662555482.899333,1662555482.8992019,899201,1280
5887,16384,wf_1483,7085,1662555482.904899,1662555482.9047678,904767,1336
1124,16384,wf_1484,2322,1662555482.9425533,1662555482.9424222,942422,1432
1931,16384,wf_1485,3129,1662555482.950133,1662555482.950002,950001,912
4748,16384,wf_1486,5946,1662555482.9654586,1662555482.9653275,965327,888
123,16384,wf_1487,1321,1662555482.9698236,1662555482.9696925,969692,496
8057,16384,wf_1489,9255,1662555483.0179288,1662555483.0177977,17797,544
10433,16384,wf_1490,11631,1662555483.0252416,1662555483.0251105,25110,544
9204,16384,wf_1491,10402,1662555483.0312061,1662555483.031075,31075,1120
5594,16384,wf_1492,6792,1662555483.0441287,1662555483.0439975,43997,632
10023,16384,wf_1493,11221,1662555483.073488,1662555483.0733569,73356,1264
9836,16384,wf_1494,11034,1662555483.0797234,1662555483.0795922,79592,424
8986,16384,wf_1495,10184,1662555483.0880075,1662555483.0878763,87876,544
14204,16384,wf_1496,15402,1662555483.0919142,1662555483.091783,91783,1016
13480,16384,wf_1497,14678,1662555483.1014376,1662555483.1013064,101306,832
10626,16384,wf_1498,11824,1662555483.1165938,1662555483.1164627,116462,704
16002,16384,wf_1499,816,1662555483.1340017,1662555483.1338706,133870,592
14879,16384,wf_1500,16077,1662555483.1466315,1662555483.1465003,146500,472
7488,16384,wf_1501,8686,1662555483.1521466,1662555483.1520154,152015,600
13153,16384,wf_1502,14351,1662555483.1828663,1662555483.1827352,182735,808
8354,16384,wf_1503,9552,1662555483.1889346,1662555483.1888034,188803,520
7614,16384,wf_1504,8812,1662555483.199236,1662555483.1991048,199104,688
5743,16384,wf_1505,6941,1662555483.2142036,1662555483.2140725,214072,824
3335,16384,wf_1506,4533,1662555483.2280056,1662555483.2278745,227874,560
15006,16384,wf_1507,16204,1662555483.237851,1662555483.2377198,237719,1056
1660,16384,wf_1508,2858,1662555483.245545,1662555483.2454138,245413,800
9607,16384,wf_1509,10805,1662555483.2653573,1662555483.2652261,265226,544
12656,16384,wf_1510,13854,1662555483.270152,1662555483.270021,270021,1288
5551,16384,wf_1511,6749,1662555483.2864084,1662555483.2862773,286277,688
625,16384,wf_1512,1823,1662555483.3064609,1662555483.3063297,306329,504
3451,16384,wf_1513,4649,1662555483.3134964,1662555483.3133652,313365,528
4505,16384,wf_1514,5703,1662555483.3229125,1662555483.3227813,322781,2400
15160,16384,wf_1515,16358,1662555483.3342683,1662555483.3341372,334137,1264
14003,16384,wf_1516,15201,1662555483.3409836,1662555483.3408525,340852,816
8020,16384,wf_1517,9218,1662555483.3529592,1662555483.352828,352828,456
3423,16384,wf_1518,4621,1662555483.4022899,1662555483.4021587,402158,680
5717,16384,wf_1519,6915,1662555483.411433,1662555483.4113019,411301,680
13704,16384,wf_1521,14902,1662555483.4397223,1662555483.4395912,439591,520
12572,16384,wf_1522,13770,1662555483.4456382,1662555483.445507,445507,528
5907,16384,wf_1523,7105,1662555483.4540958,1662555483.4539647,453964,528
14404,16384,wf_1524,15602,1662555483.4690228,1662555483.4688916,468891,552
10924,16384,wf_1525,12122,1662555483.475192,1662555483.475061,475061,608
9518,16384,wf_1526,10716,1662555483.487716,1662555483.4875848,487584,632
7528,16384,wf_1527,8726,1662555483.5067415,1662555483.5066104,506610,704
10222,16384,wf_1529,11420,1662555483.5604281,1662555483.560297,560296,712
5034,16384,wf_1530,6232,1662555483.5703838,1662555483.5702527,570252,920
16101,16384,wf_1531,915,1662555483.5905688,1662555483.5904377,590437,552
2180,16384,wf_1532,3378,1662555483.596064,1662555483.595933,595932,640
9228,16384,wf_1533,10426,1662555483.601425,1662555483.6012938,601293,552
9310,16384,wf_1534,10508,1662555483.6120703,1662555483.6119392,611939,664
10071,16384,wf_1535,11269,1662555483.6363807,1662555483.6362495,636249,552
3698,16384,wf_1536,4896,1662555483.640357,1662555483.640226,640225,592
1744,16384,wf_1537,2942,1662555483.6572504,1662555483.6571193,657119,1152
6038,16384,wf_1538,7236,1662555483.6625707,1662555483.6624396,662439,552
15559,16384,wf_1539,373,1662555483.6683373,1662555483.6682062,668206,1064
6313,16384,wf_1540,7511,1662555483.679857,1662555483.679726,679725,656
728,16384,wf_1541,1926,1662555483.6925192,1662555483.692388,692388,1096
11630,16384,wf_1542,12828,1662555483.729814,1662555483.729683,729683,544
6190,16384,wf_1543,7388,1662555483.73635,1662555483.736219,736218,440
12516,16384,wf_1544,13714,1662555483.743787,1662555483.743656,743655,672
1238,16384,wf_1545,2436,1662555483.7630389,1662555483.7629077,762907,576
77,16384,wf_1546,1275,1662555483.769041,1662555483.76891,768909,576
2884,16384,wf_1547,4082,1662555483.7865903,1662555483.7864592,786459,688
7237,16384,wf_1548,8435,1662555483.8109422,1662555483.810811,810811,560
10269,16384,wf_1550,11467,1662555483.822669,1662555483.822538,822537,632
2734,16384,wf_1551,3932,1662555483.8387146,1662555483.8385835,838583,552
13147,16384,wf_1552,14345,1662555483.8434916,1662555483.8433604,843360,800
13683,16384,wf_1553,14881,1662555483.8568294,1662555483.8566983,856698,640
13539,16384,wf_1555,14737,1662555483.8879113,1662555483.8877802,887780,1048
13558,16384,wf_1556,14756,1662555483.894895,1662555483.894764,894763,968
8814,16384,wf_1557,10012,1662555483.90004,1662555483.8999088,899908,560
14352,16384,wf_1558,15550,1662555483.9079497,1662555483.9078186,907818,616
9818,16384,wf_1559,11016,1662555483.911771,1662555483.91164,911639,512
9818,16384,wf_1559,11016,1662555483.911771,1662555483.91164,911639,512
12516,16384,wf_1560,13714,1662555483.9259892,1662555483.925858,925857,576
5482,16384,wf_1561,6680,1662555483.9386094,1662555483.9384782,938478,672
13590,16384,wf_1562,14788,1662555483.9446185,1662555483.9444873,944487,496
5332,16384,wf_1563,6530,1662555483.9733698,1662555483.9732387,973238,1128
12358,16384,wf_1564,13556,1662555483.9977908,1662555483.9976597,997659,616
6856,16384,wf_1565,8054,1662555484.0094569,1662555484.0093257,9325,440
9878,16384,wf_1566,11076,1662555484.0293314,1662555484.0292003,29200,592
7683,16384,wf_1567,8881,1662555484.0520785,1662555484.0519474,51947,816
16019,16384,wf_1568,833,1662555484.0645192,1662555484.064388,64387,680
4729,16384,wf_1569,5927,1662555484.071152,1662555484.0710208,71020,760
13501,16384,wf_1570,14699,1662555484.1091678,1662555484.1090367,109036,1128
8028,16384,wf_1571,9226,1662555484.1148055,1662555484.1146743,114674,568
483,16384,wf_1572,1681,1662555484.1192675,1662555484.1191363,119136,616
5595,16384,wf_1573,6793,1662555484.12342,1662555484.1232889,123288,624
12863,16384,wf_1574,14061,1662555484.1277945,1662555484.1276634,127663,480
4867,16384,wf_1575,6065,1662555484.1347368,1662555484.1346056,134605,480
10301,16384,wf_1576,11499,1662555484.151835,1662555484.1517038,151703,1008
9522,16384,wf_1577,10720,1662555484.1750252,1662555484.174894,174894,648
15878,16384,wf_1578,692,1662555484.1861768,1662555484.1860456,186045,512
4439,16384,wf_1579,5637,1662555484.1907477,1662555484.1906166,190616,464
14401,16384,wf_1580,15599,1662555484.2040715,1662555484.2039404,203940,624
6183,16384,wf_1581,7381,1662555484.2103913,1662555484.2102602,210260,680
9975,16384,wf_1582,11173,1662555484.2148063,1662555484.2146752,214675,560
2976,16384,wf_1583,4174,1662555484.2189832,1662555484.218852,218852,680
13259,16384,wf_1584,14457,1662555484.2352808,1662555484.2351496,235149,664
5436,16384,wf_1585,6634,1662555484.246273,1662555484.246142,246141,800
10222,16384,wf_1586,11420,1662555484.2521439,1662555484.2520127,252012,848
3099,16384,wf_1587,4297,1662555484.2584918,1662555484.2583606,258360,1144
6456,16384,wf_1588,7654,1662555484.2825603,1662555484.2824292,282429,1072
16254,16384,wf_1589,1068,1662555484.3034067,1662555484.3032756,303275,736
3137,16384,wf_1590,4335,1662555484.3071892,1662555484.307058,307058,960
3637,16384,wf_1591,4835,1662555484.340443,1662555484.3403118,340311,720
14752,16384,wf_1592,15950,1662555484.347941,1662555484.3478098,347809,1512
4366,16384,wf_1593,5564,1662555484.3635464,1662555484.3634152,363415,552
6364,16384,wf_1594,7562,1662555484.382119,1662555484.3819878,381987,704
2929,16384,wf_1595,4127,1662555484.4119112,1662555484.41178,411780,592
15327,16384,wf_1596,141,1662555484.4324148,1662555484.4322836,432283,1304
1009,16384,wf_1597,2207,1662555484.4361098,1662555484.4359787,435978,712
15129,16384,wf_1598,16327,1662555484.440448,1662555484.440317,440316,488
2171,16384,wf_1599,3369,1662555484.4452493,1662555484.4451182,445118,584
12524,16384,wf_1600,13722,1662555484.4511056,1662555484.4509745,450974,696
15695,16384,wf_1601,509,1662555484.4713,1662555484.4711688,471168,800
10844,16384,wf_1602,12042,1662555484.4921932,1662555484.492062,492062,568
13620,16384,wf_1603,14818,1662555484.4978192,1662555484.497688,497688,568
13152,16384,wf_1604,14350,1662555484.5223424,1662555484.5222113,522211,1120
4940,16384,wf_1605,6138,1662555484.528007,1662555484.527876,527875,656
16173,16384,wf_1606,987,1662555484.5381277,1662555484.5379965,537996,760
8202,16384,wf_1607,9400,1662555484.544407,1662555484.5442758,544275,624
11023,16384,wf_1608,12221,1662555484.5559177,1662555484.5557866,555786,952
15849,16384,wf_1609,663,1662555484.5680556,1662555484.5679245,567924,496
12423,16384,wf_1610,13621,1662555484.5746088,1662555484.5744777,574477,792
247,16384,wf_1611,1445,1662555484.595179,1662555484.595048,595047,672
7290,16384,wf_1612,8488,1662555484.5992079,1662555484.5990767,599076,512
6140,16384,wf_1613,7338,1662555484.6097414,1662555484.6096103,609610,848
14019,16384,wf_1614,15217,1662555484.635525,1662555484.6353939,635393,592
1132,16384,wf_1615,2330,1662555484.650694,1662555484.6505628,650562,752
2003,16384,wf_1616,3201,1662555484.659446,1662555484.6593149,659314,824
15971,16384,wf_1617,785,1662555484.676656,1662555484.6765249,676524,728
12467,16384,wf_1618,13665,1662555484.7265208,1662555484.7263896,726389,424
6989,16384,wf_1619,8187,1662555484.734307,1662555484.734176,734175,520
5205,16384,wf_1620,6403,1662555484.7485592,1662555484.748428,748427,688
5424,16384,wf_1621,6622,1662555484.755462,1662555484.7553308,755330,744
2218,16384,wf_1622,3416,1662555484.762942,1662555484.762811,762810,952
2630,16384,wf_1623,3828,1662555484.7726321,1662555484.772501,772500,536
3983,16384,wf_1624,5181,1662555484.7813828,1662555484.7812517,781251,680
6973,16384,wf_1625,8171,1662555484.7922165,1662555484.7920854,792085,448
6973,16384,wf_1625,8171,1662555484.7922165,1662555484.7920854,792085,448
2316,16384,wf_1626,3514,1662555484.8039572,1662555484.803826,803826,776
894,16384,wf_1627,2092,1662555484.8204188,1662555484.8202877,820287,640
8704,16384,wf_1628,9902,1662555484.8288324,1662555484.8287013,828701,728
16377,16384,wf_1629,1191,1662555484.8377113,1662555484.8375802,837580,512
9511,16384,wf_1630,10709,1662555484.8506627,1662555484.8505316,850531,1320
4959,16384,wf_1631,6157,1662555484.8665192,1662555484.866388,866388,560
8018,16384,wf_1632,9216,1662555484.8754003,1662555484.8752692,875269,1304
12808,16384,wf_1633,14006,1662555484.888837,1662555484.888706,888706,592
883,16384,wf_1634,2081,1662555484.9128938,1662555484.9127626,912762,512
14225,16384,wf_1635,15423,1662555484.9163878,1662555484.9162567,916256,4104
9359,16384,wf_1636,10557,1662555484.921478,1662555484.921347,921346,976
7161,16384,wf_1637,8359,1662555484.9376116,1662555484.9374804,937480,1208
7749,16384,wf_1638,8947,1662555484.9753067,1662555484.9751756,975175,1080
3726,16384,wf_1639,4924,1662555484.9869943,1662555484.9868631,986863,640
3021,16384,wf_1640,4219,1662555484.9985669,1662555484.9984357,998435,688
4393,16384,wf_1641,5591,1662555485.0045176,1662555485.0043864,4386,480
14198,16384,wf_1642,15396,1662555485.0130916,1662555485.0129604,12960,440
